id,name,info,lon,lat,image_path
1,Schloss,The castle is a building complex in Münster. The building is constructed in a U-shape. In front of the castle there is a forecourt and in the back there is the Münster Botanical Garden. The castle is used as an administrative building by the University,7.613330487890119,51.963585706298346,POI_pictures/id1.jpeg
2,Ueberwasserkirche,"The Überwasserkirche takes its name from its location: when viewed from St. Paul's Cathedral, you have to cross “water” (the Aa river) to reach the church. The Überwasserkirche is one of the oldest churches, as a predecessor building already existe",7.622341027201696,51.96410440977989,POI_pictures/id2.jpg
3,Domplatz,"Domplatz is the open space in front of St. Paul's Cathedral. Until 1916, the Send fair was held there three times a year, after which it moved to Schlossplatz. Today, Domplatz hosts a weekly market on Wednesdays and Fridays, where fresh food and flowers,",7.624655363885051,51.96247689827952,POI_pictures/id3.jpeg
4,Dom,St. Paul's Cathedral is the mother church of the Diocese of Münster and was built in the 13th century. The cathedral has a nave and a transept. There are also numerous works of art in the building.,7.625413226095902,51.962715499325824,POI_pictures/id4.jpeg
6,Kiepenkerl,"The Kiepenkerl was a small trader who transported everyday goods between the countryside and the city using a “Kiepe” (a basket for the back).
Today, the Kiepenkerl is a traditional figure in Münster and the surrounding area.
",7.626196594027156,51.96415692217442,POI_pictures/id6.jpeg
7,altes Haus,"The Roggenmarkt is located on Prinzipalmarkt and is, together with the Old Fish Market, is one of the oldest markets in Münster. It got its name from the trade in rye. There are many historic merchant houses on Roggenmarkt, most of which were completely",7.628242486093781,51.9630379550007,POI_pictures/id7.jpg
8,Drubbel,"The Roggenmarkt is located on Prinzipalmarkt and is, together with the Old Fish Market, is one of the oldest markets in Münster. It got its name from the trade in rye. There are many historic merchant houses on Roggenmarkt, most of which were completely destroyed during World War II. The house in the picture has an original façade, which can be recognized by its elaborate ornamentation and shutters.",7.628402478224412,51.96324508219355,POI_pictures/id8.jpg
9,Lambertikirche,"St. Lambert's Church was built in its present form in the 14th and 15th centuries in the late Gothic style. Münster was influenced for several years by the Anabaptists, whose three leaders were executed after regaining power by being hung in cages and l",7.628795295296862,51.96277794417363,POI_pictures/id9.jpeg
10,Historisches Rathaus,"The historic town hall is located on Prinzipalmarkt and gained particular fame through the negotiations for the Peace of Westphalia in Münster and Osnabrück, which ended the Thirty Years' War in Europe in 1648. The building was also destroyed during Wo",7.62790886702629,51.96166752874658,POI_pictures/id10.jpg
11,Salzstraße,"Salzstraße is the oldest trade route in Münster and is now a pedestrian zone. A special feature are the brass-edged stones from all Hanseatic cities, which were embedded in the ground in 1993. How many can you spot?",7.629536883408687,51.96235884394782,POI_pictures/id11.jpeg
12,Erbdrostenhof,"The Erbdrostenhof was built between 1753 and 1757 and designed by Johann Conrad Schlaun, the same architect who designed the castle. It is a Baroque aristocratic palace and was intended for the former highest-ranking officials of the city of Münster. To",7.632229682020091,51.961194178928935,POI_pictures/id12.jpeg
13,Stadtmuseum,The City Museum was founded in 1979 and opened in 1982 with an exhibition on the Anabaptists. It moved to its current building in 1989. It showcases the history of the city of Münster and also hosts temporary exhibitions.,7.633033516854109,51.960596846760026,POI_pictures/id13.jpeg
14,Synagoge,"The current new synagogue was built in 1961. The old synagogue used to stand on the same site, but it was destroyed during Kristallnacht in 1938.",7.631820714198313,51.95954221682048,POI_pictures/id14.jpeg
15,Botanischer Garten,"The botanical was founded in 1803 for research and teaching. Furthermore, it’s important for diversity and preserving of species. People in Münster are using the Botanical garden for relaxation and silence. Sometimes there are also guided tours.",7.611577191128909,51.96404715108279,POI_pictures/id15.jpeg
16,Cafe fam,"Café fam is a bar and café since 2018. It’s a place to have breakfast, lunch or a cozy coffee with home-made bread and cake.",7.620125947583937,51.96341048039433,POI_pictures/id16.jpeg
17,La tienda,"La tienda is an association founded in 1993 which lives by the honorary engagement from people. The important thing for this association are: selling fair-trade products, education work and public work. The profits are invested in education work.",7.621055548871394,51.96365633769048,POI_pictures/id17.jpeg
18,Offenes Bücherregal,"It’s a public book shelf for everyone. You can take one book but you have to put one other book in there.
It’s a nice possibility to read and learn something new and to exchange books.
",7.621558248644532,51.96530284184997,POI_pictures/id18.jpeg
19,Gruen&Form,"The store was founded in 1994 and has products which are mainly from Italy, France and Portugal but also from Tunisia.",7.622369862076273,51.9651860861217,POI_pictures/id19.jpeg
20,sFachl,"A cute store who sells products from differents artist and seller. Unique about this store is that every artist has a corner for his products.
Available products are accessoires, food, alcohol, household items and decoration.
",7.623912642674458,51.96433364994219,POI_pictures/id20.jpeg
21,gruene wiese,It’s mainly a retail store but for clothes fair-trade and made of good fabric.,7.624107858944836,51.96430633294423,POI_pictures/id21.jpeg
22,Teehaus Tropic,"A little shop where mainly tea and tea utensils are sold. Additionally, you can find japanese kitchen products there.",7.624573910974942,51.96422713558587,POI_pictures/id22.jpeg
23,Kauf Dich Gluecklich,"A shop with clothes, decoration and accessoires from which some are vegan, hand-made or fair produced.",7.625312586459564,51.96414694674105,POI_pictures/id23.jpeg
24,Homebeis,"A shop with local products: drinks, alcohol, decoration, Münster souvenirs, papeterie and snacks. Friendly and courteous advice on products and gifts.",7.624021870825739,51.96034618344281,POI_pictures/id24.jpeg
25,SuperBioMarkt,A bio supermarket in the basement of the Arkaden. Useful and nice for a little snack while being in the city.,7.626358030369061,51.96062290187281,POI_pictures/id25.jpeg
26,AFAUN,A similar retail store for clothes to „gruene wiese“ with clothes made of good fabric and high quality.,7.62704522024391,51.95737091177371,POI_pictures/id26.jpeg
27,Krawummel,A vegan restaurant with nice and tasty food as well as friendly staff.,7.626767770013481,51.95712413866808,POI_pictures/id27.jpeg
28,Aaseekugeln,"The „giant pool balls“ were a sculpture project by Claes Oldenburg from 1977. Originally, they are white but artists or random people always paint the balls. It’s a recurring thing that they are painted and they are painted white by a painting comp",7.617870770614029,51.95687031348521,POI_pictures/id28.jpg
29,Graffiti e-motion,Münster is and will always be a cycling city! The e-motion store's façade features a bicycle motif.,7.619491137165961,51.95298255448017,POI_pictures/id29.jpeg
30,100 Arme der Guan-yin,"For his sculpture in Münster, Huang Yong Ping drew inspiration from both Duchamp's iconic work, the Bottle Rack (1914), and the Christ figure in St. Ludgeri Church, which lost its arms in a World War II bombing. Instead of bottles, the six-meter-high Bo",7.626754183533125,51.95731406594656,POI_pictures/id30.jpg
31,Glockenspiel,"Six carillons are scattered throughout the city center, attracting the attention of pedestrians throughout the day. They can be heard at various times while wandering through the city. There are musical elements daily at 12pm, 4pm, 5pm and 6pm.",7.625518350129161,51.96062851994424,POI_pictures/id31.jpg
